,1000,[]
,1000,[]
Player2,155,"['Pink1', 'Pink3', 'Orange3', 'Red1', 'Red2', 'Red3', 'Yellow2', 'Brown1']"
,1000,[]
Player3,306,"['Blue1', 'Utility1', 'Pink3', 'Red2', 'Utility2', 'DBlue1']"
,1000,[]
,1000,[]
,1000,[]
,1000,[]
,1000,[]
,1000,[]
Player3,269,"['Yellow2', 'Utility2', 'Green2', 'DBlue1', 'DBlue2', 'Railroad1', 'Blue3', 'Utility1', 'Pink2']"
Player4,466,"['Brown2', 'Railroad1', 'Blue2', 'Orange1', 'Yellow1', 'Yellow2', 'Green3', 'DBlue1', 'DBlue2']"
,1000,[]
,1000,[]
Player1,422,"['Orange3', 'Railroad3', 'DBlue1', 'DBlue2', 'Railroad1', 'Blue3']"
,1000,[]
,1000,[]
,1000,[]
Player4,169,"['Pink3', 'Railroad2', 'Red3', 'Railroad3', 'Green1', 'Green2', 'Green3']"
,1000,[]
,1000,[]
Player4,246,"['Pink1', 'Pink2', 'Railroad2', 'Red2', 'Yellow3', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown2', 'Railroad1']"
,1000,[]
,1000,[]
,1000,[]
,1000,[]
,1000,[]
,1000,[]
,1000,[]
,1000,[]
Player1,254,"['DBlue1', 'Railroad1', 'Blue2', 'Pink1', 'Utility1', 'Pink2', 'Pink3', 'Railroad2', 'Railroad3', 'Green3']"
Player1,185,"['DBlue2', 'Blue2', 'Pink2', 'Railroad2', 'Red1', 'Railroad3', 'Yellow2', 'DBlue1']"
,1000,[]
Player3,367,"['Railroad2', 'Red3', 'Railroad3', 'Utility2', 'DBlue1', 'DBlue2', 'Pink1', 'Pink2']"
,1000,[]
,1000,[]
,1000,[]
,1000,[]
Player4,349,"['Red2', 'Railroad3', 'DBlue1', 'DBlue2', 'Blue1', 'Utility1', 'Railroad2']"
Player1,297,"['Green1', 'Railroad4', 'Pink1', 'Utility1', 'Pink3', 'Orange1', 'Orange2', 'Orange3', 'Red2', 'Railroad3']"
,1000,[]
Player1,519,"['Green2', 'DBlue2', 'Brown1', 'Blue3', 'Pink1', 'Pink2', 'Pink3', 'Orange2', 'Red2', 'Red3']"
Player2,296,"['Red1', 'Red2', 'Red3', 'Railroad3', 'Yellow1', 'Railroad4', 'Brown2', 'Railroad1', 'Blue3', 'Pink2', 'Railroad2']"
Player4,143,"['Orange3', 'Utility2', 'DBlue1', 'DBlue2', 'Brown1']"
,1000,[]
,1000,[]
,1000,[]
,1000,[]
Player3,195,"['Utility2', 'Green1', 'DBlue1', 'DBlue2', 'Brown1', 'Brown2', 'Blue3', 'Pink2', 'Railroad2', 'Red1', 'Railroad3']"
,1000,[]
,1000,[]
,1000,[]
