Player1,670,"['Pink1', 'Utility1', 'Pink2', 'Railroad2', 'Orange3', 'Red1', 'Red3', 'Railroad3', 'Yellow1', 'Yellow2', 'Green1', 'Green2', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Brown2', 'Railroad1']"
Player1,100,"['Railroad1', 'Blue2', 'Pink1', 'Pink2', 'Pink3', 'Railroad2', 'Orange1', 'Orange3', 'Red2', 'Railroad3', 'Yellow1', 'Yellow2', 'Green3', 'Railroad4', 'DBlue2']"
Player1,159,"['Blue3', 'Pink1', 'Pink2', 'Pink3', 'Orange3', 'Red2', 'Utility2', 'Yellow3', 'Green1', 'Green2', 'Green3', 'Railroad4', 'DBlue2', 'Brown1']"
Player2,194,"['Railroad1', 'Blue1', 'Blue2', 'Pink1', 'Pink3', 'Orange1', 'Orange2', 'Orange3', 'Red2', 'Yellow1', 'Utility2', 'Green1', 'Green3', 'DBlue2']"
,1000,[]
Player1,120,"['Utility1', 'Orange1', 'Orange2', 'Orange3', 'Red1', 'Red3', 'Railroad3', 'Yellow1', 'Brown2', 'Blue1', 'Blue3']"
Player1,68,"['Pink1', 'Pink2', 'Pink3', 'Railroad2', 'Orange1', 'Red2', 'Utility2', 'Railroad4', 'Brown2']"
Player2,90,"['Brown1', 'Brown2', 'Railroad1', 'Pink1', 'Pink2', 'Pink3', 'Red1', 'Red3', 'Green2', 'Railroad4']"
Player1,115,"['Red2', 'Railroad3', 'Yellow1', 'Green3', 'Brown1', 'Railroad1', 'Blue1', 'Utility1', 'Orange1', 'Orange2', 'Orange3']"
Player2,167,"['Railroad1', 'Blue2', 'Pink3', 'Railroad2', 'Orange1', 'Red1', 'Red2', 'Railroad3', 'Yellow1', 'Green1', 'Green2', 'Railroad4', 'DBlue1', 'DBlue2']"
Player1,134,"['Brown1', 'Brown2', 'Railroad1', 'Blue3', 'Pink2', 'Orange1', 'Orange2', 'Orange3', 'Red2', 'Green1', 'DBlue1']"
,1000,[]
Player2,351,"['Utility1', 'Pink3', 'Railroad2', 'Orange3', 'Red1', 'Railroad3', 'Yellow1', 'Utility2', 'Yellow3', 'Green2', 'DBlue1', 'DBlue2', 'Brown1', 'Railroad1', 'Blue1', 'Blue2']"
Player1,174,"['DBlue2', 'Brown1', 'Brown2', 'Pink1', 'Utility1', 'Railroad2', 'Orange1', 'Orange3', 'Railroad3', 'Yellow2', 'Utility2', 'Yellow3', 'Green1', 'Railroad4']"
,1000,[]
Player2,179,"['Green3', 'DBlue1', 'Brown1', 'Railroad1', 'Blue1', 'Pink1', 'Pink2', 'Pink3', 'Railroad2', 'Orange3', 'Red2', 'Yellow1', 'Yellow2', 'Utility2', 'Green2']"
