Player2,175,"['Blue3', 'Pink1', 'Utility1', 'Railroad2', 'Orange3', 'Red1', 'Red2', 'Railroad3', 'Yellow1', 'Utility2', 'Yellow3', 'Green1', 'Green2', 'Green3', 'Railroad4', 'Brown1', 'Railroad1']"
Player2,307,"['Brown1', 'Railroad1', 'Blue1', 'Pink1', 'Utility1', 'Pink2', 'Pink3', 'Orange3', 'Red1', 'Red2', 'Yellow2', 'Utility2', 'Green3']"
Player1,111,"['Orange1', 'Orange2', 'Orange3', 'Red2', 'Railroad3', 'Yellow1', 'DBlue2', 'Blue1', 'Blue2', 'Pink1']"
Player1,183,"['Orange2', 'Red1', 'Red3', 'Yellow1', 'Utility2', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown2', 'Blue1', 'Blue2', 'Blue3', 'Pink1', 'Railroad2', 'Orange1']"
Player2,219,"['Green1', 'Green3', 'Railroad4', 'DBlue2', 'Brown2', 'Blue1', 'Pink1', 'Utility1', 'Pink2', 'Pink3', 'Railroad2', 'Orange1', 'Orange2', 'Railroad3']"
Player2,93,"['Railroad2', 'Orange1', 'Orange2', 'Orange3', 'Red3', 'Utility2', 'DBlue1', 'Blue1', 'Blue3']"
Player2,219,"['Red2', 'Red3', 'Railroad3', 'Utility2', 'Green3', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Railroad1', 'Blue2', 'Utility1', 'Pink3', 'Orange2', 'Orange3']"
Player2,160,"['Red1', 'Red2', 'Red3', 'Railroad3', 'Yellow1', 'Yellow2', 'Utility2', 'Green2', 'Railroad4', 'Brown2', 'Blue2', 'Blue3', 'Pink3', 'Orange2']"
Player1,346,"['DBlue2', 'Brown2', 'Blue2', 'Blue3', 'Pink2', 'Orange2', 'Orange3', 'Red1', 'Red2', 'Red3', 'Railroad3', 'Yellow1', 'Green3']"
Player1,120,"['Red2', 'Railroad3', 'Yellow1', 'Utility2', 'Railroad4', 'Brown2', 'Railroad1', 'Blue1', 'Pink1', 'Pink2', 'Pink3', 'Railroad2']"
Player2,109,"['Railroad4', 'Brown1', 'Brown2', 'Railroad1', 'Blue2', 'Pink1', 'Utility1', 'Pink3', 'Railroad2', 'Orange1', 'Orange2', 'Orange3', 'Railroad3', 'Utility2', 'Green1']"
Player2,374,"['Green2', 'Green3', 'DBlue2', 'Blue1', 'Pink1', 'Railroad2', 'Orange1', 'Orange2', 'Orange3', 'Red1', 'Yellow1']"
Player1,167,"['Orange1', 'Orange2', 'Red1', 'Yellow1', 'Yellow2', 'Yellow3', 'Green2', 'Green3', 'Railroad4', 'DBlue2', 'Blue1', 'Blue2', 'Pink1']"
Player2,212,"['DBlue1', 'Brown2', 'Blue1', 'Blue2', 'Blue3', 'Pink1', 'Pink2', 'Pink3', 'Orange3', 'Red1', 'Red2', 'Red3', 'Yellow2']"
Player2,273,"['Green3', 'DBlue2', 'Brown1', 'Brown2', 'Blue1', 'Pink1', 'Railroad2', 'Orange2', 'Red2', 'Red3', 'Railroad3', 'Yellow1', 'Green1', 'Green2']"
Player1,230,"['DBlue2', 'Brown1', 'Blue1', 'Pink1', 'Utility1', 'Pink2', 'Orange2', 'Orange3', 'Red1', 'Railroad3', 'Yellow1', 'Utility2', 'Yellow3', 'Green1', 'Railroad4']"
Player2,395,"['Green3', 'DBlue1', 'Brown2', 'Blue1', 'Blue2', 'Blue3', 'Pink2', 'Railroad2', 'Orange1', 'Orange2', 'Red1', 'Red3', 'Utility2', 'Yellow3', 'Green1']"
Player2,305,"['Pink3', 'Orange1', 'Red3', 'Railroad3', 'Yellow1', 'Yellow2', 'Utility2', 'Yellow3', 'Railroad4', 'DBlue2', 'Brown1', 'Blue2']"
Player2,498,"['Green3', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown2', 'Blue3', 'Pink1', 'Utility1', 'Pink2', 'Railroad2', 'Orange3', 'Red2', 'Red3', 'Railroad3', 'Yellow2']"
Player2,156,"['Orange3', 'Red1', 'Red2', 'Yellow2', 'DBlue1', 'DBlue2', 'Railroad1', 'Blue3', 'Pink1', 'Pink2', 'Pink3', 'Railroad2']"
Player1,176,"['Pink1', 'Utility1', 'Pink2', 'Orange1', 'Orange3', 'Red1', 'Red2', 'Red3', 'Green2', 'DBlue2', 'Brown1', 'Railroad1', 'Blue1', 'Blue2', 'Blue3']"
Player2,152,"['Utility1', 'Railroad2', 'Orange1', 'Red1', 'Railroad3', 'Yellow2', 'Yellow3', 'Green2', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Blue1', 'Blue3']"
,1000,[]
Player1,110,"['Pink1', 'Pink2', 'Pink3', 'Orange3', 'Red1', 'Railroad3', 'Green3', 'DBlue2', 'Railroad1']"
Player1,163,"['Yellow1', 'Yellow2', 'Green3', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Brown2', 'Blue3', 'Pink1', 'Pink2', 'Orange1']"
Player1,136,"['Brown2', 'Blue1', 'Blue2', 'Blue3', 'Pink2', 'Pink3', 'Orange1', 'Orange2', 'Orange3', 'Red2', 'Utility2', 'Yellow3', 'Green2', 'Green3']"
Player2,187,"['Red3', 'Yellow2', 'Yellow3', 'Green2', 'Green3', 'DBlue1', 'DBlue2', 'Brown1', 'Brown2', 'Railroad1', 'Blue2', 'Blue3', 'Utility1', 'Pink2', 'Railroad2', 'Orange1']"
Player1,173,"['Green3', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Brown2', 'Blue1', 'Blue2', 'Blue3', 'Pink1', 'Utility1', 'Railroad2', 'Orange2', 'Red1', 'Red3', 'Railroad3', 'Yellow1', 'Yellow3', 'Green2']"
Player1,205,"['Green1', 'Green2', 'Green3', 'Railroad4', 'DBlue1', 'Brown1', 'Brown2', 'Blue1', 'Blue2', 'Pink1', 'Pink3', 'Orange1', 'Orange3', 'Red3']"
Player2,176,"['Red3', 'Railroad3', 'Yellow2', 'Utility2', 'Yellow3', 'Green1', 'Green3', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Brown2', 'Utility1', 'Pink3', 'Orange1']"
Player1,147,"['Red1', 'Railroad3', 'Yellow1', 'Yellow3', 'Green1', 'Green3', 'DBlue1', 'Brown2', 'Blue1', 'Blue2', 'Blue3', 'Pink1', 'Railroad2', 'Orange1', 'Orange2']"
Player1,224,"['Utility1', 'Railroad2', 'Orange1', 'Red1', 'Red2', 'Red3', 'Railroad3', 'Yellow2', 'Utility2', 'Yellow3', 'Green2', 'Railroad4', 'Brown1', 'Blue3']"
Player1,144,"['Brown1', 'Railroad1', 'Blue1', 'Utility1', 'Pink2', 'Orange2', 'Red3', 'Yellow1', 'Green1', 'Green2', 'Green3', 'Railroad4']"
Player2,165,"['Yellow1', 'Yellow2', 'Utility2', 'Yellow3', 'Railroad4', 'Brown1', 'Railroad1', 'Blue2', 'Blue3', 'Utility1', 'Pink2', 'Railroad2', 'Orange3']"
Player2,249,"['Blue3', 'Pink1', 'Pink2', 'Pink3', 'Orange3', 'Red1', 'Red2', 'Yellow1', 'Utility2', 'Green3', 'DBlue1', 'DBlue2']"
Player1,68,"['Blue1', 'Blue2', 'Blue3', 'Pink1', 'Pink2', 'Red3', 'Yellow1', 'Yellow2', 'Green1', 'DBlue2']"
Player2,104,"['Blue3', 'Pink2', 'Pink3', 'Railroad2', 'Orange1', 'Orange2', 'Orange3', 'Red1', 'Red2', 'Yellow2', 'Yellow3']"
Player1,152,"['Railroad3', 'Yellow3', 'Green2', 'Green3', 'DBlue1', 'DBlue2', 'Brown1', 'Railroad1', 'Blue2', 'Blue3', 'Pink1', 'Pink3', 'Railroad2', 'Orange1', 'Orange2', 'Orange3']"
Player1,223,"['Red1', 'Red2', 'Yellow1', 'Green1', 'Green2', 'Green3', 'Railroad4', 'DBlue2', 'Brown1', 'Brown2', 'Railroad1', 'Blue1', 'Pink1', 'Railroad2', 'Orange1']"
Player1,465,"['DBlue1', 'DBlue2', 'Brown1', 'Blue2', 'Pink2', 'Pink3', 'Railroad2', 'Orange1', 'Red2', 'Red3', 'Yellow2', 'Green3']"
Player1,137,"['Pink1', 'Pink2', 'Pink3', 'Red3', 'Railroad3', 'Green2', 'Green3', 'DBlue2', 'Brown1', 'Blue1', 'Blue3']"
Player2,190,"['Brown1', 'Blue1', 'Blue3', 'Pink2', 'Railroad2', 'Orange1', 'Orange2', 'Red2', 'Red3', 'Yellow1', 'Yellow2', 'Yellow3', 'Green1', 'Railroad4']"
Player2,209,"['DBlue2', 'Brown2', 'Blue2', 'Pink2', 'Orange1', 'Orange3', 'Red1', 'Red2', 'Red3', 'Yellow1', 'Yellow2', 'Green1', 'Green2', 'Railroad4']"
Player1,209,"['Green1', 'Green2', 'Green3', 'DBlue1', 'DBlue2', 'Brown1', 'Brown2', 'Blue2', 'Pink3', 'Railroad2', 'Orange3', 'Red1', 'Red2', 'Railroad3']"
,1000,[]
Player2,179,"['Utility1', 'Pink2', 'Pink3', 'Orange2', 'Red1', 'Red2', 'Red3', 'Railroad3', 'Yellow2', 'Yellow3', 'Brown1', 'Blue2', 'Blue3']"
Player1,106,"['Red2', 'Yellow1', 'Yellow2', 'Yellow3', 'Railroad4', 'Railroad1', 'Blue2', 'Orange2']"
Player2,161,"['Railroad3', 'Yellow1', 'Yellow2', 'Utility2', 'Green1', 'Green2', 'DBlue1', 'Brown2', 'Blue2', 'Blue3', 'Pink1', 'Utility1', 'Pink2', 'Pink3', 'Orange1']"
Player1,311,"['Railroad2', 'Orange1', 'Orange3', 'Railroad3', 'Yellow2', 'Yellow3', 'Green1', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Brown2', 'Blue1', 'Blue2', 'Pink1', 'Utility1']"
Player2,356,"['Pink1', 'Utility1', 'Orange2', 'Red1', 'Red3', 'Railroad3', 'Yellow1', 'Yellow2', 'Green2', 'Green3', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Blue1']"
Player1,164,"['Green2', 'Green3', 'Railroad4', 'DBlue1', 'DBlue2', 'Blue1', 'Blue2', 'Blue3', 'Utility1', 'Railroad2', 'Orange2', 'Orange3', 'Red3', 'Yellow1', 'Utility2']"
Player2,101,"['Utility1', 'Railroad2', 'Orange2', 'Red1', 'Railroad3', 'Yellow2', 'Utility2', 'Green1', 'Green2', 'Green3', 'Blue1', 'Blue2', 'Blue3']"
Player2,89,"['Orange3', 'Red2', 'Yellow1', 'Yellow2', 'Yellow3', 'Brown1', 'Brown2', 'Railroad1', 'Blue1', 'Blue2', 'Blue3', 'Utility1']"
,1000,[]
Player2,165,"['Yellow1', 'Yellow2', 'Green3', 'Blue1', 'Pink1', 'Pink2', 'Orange1', 'Orange2', 'Orange3']"
Player2,152,"['Red1', 'Red3', 'Yellow3', 'Green1', 'Green2', 'Green3', 'Railroad4', 'DBlue1', 'Brown1', 'Brown2', 'Blue3', 'Utility1', 'Pink2']"
Player1,178,"['Yellow1', 'Utility2', 'Yellow3', 'Green1', 'Green3', 'Railroad4', 'DBlue1', 'DBlue2', 'Brown1', 'Blue2', 'Blue3', 'Pink1', 'Pink3', 'Railroad2', 'Orange2', 'Red1']"
,1000,[]
Player1,280,"['Blue2', 'Blue3', 'Pink2', 'Railroad2', 'Orange2', 'Red1', 'Railroad3', 'Utility2', 'Green1', 'Railroad4', 'DBlue2', 'Brown1', 'Railroad1', 'Blue1']"
Player1,190,"['Utility1', 'Railroad2', 'Orange3', 'Red2', 'Railroad3', 'Utility2', 'Green1', 'Green2', 'DBlue1', 'Brown1', 'Brown2', 'Railroad1', 'Blue2']"
Player2,159,"['Blue1', 'Blue2', 'Utility1', 'Pink2', 'Pink3', 'Railroad2', 'Orange2', 'Orange3', 'Red1', 'Red2', 'Railroad3', 'Yellow2', 'Utility2', 'Green3', 'Railroad4', 'DBlue2', 'Brown1']"
,1000,[]
Player2,103,"['Red2', 'Yellow2', 'Green1', 'Green2', 'Brown1', 'Blue2', 'Blue3', 'Pink2', 'Pink3', 'Orange1', 'Orange2', 'Orange3']"
Player2,140,"['Pink1', 'Pink2', 'Pink3', 'Orange2', 'Orange3', 'Red3', 'Yellow1', 'Utility2', 'Green1', 'Green2', 'Railroad4', 'DBlue1', 'Brown1', 'Railroad1', 'Blue1']"
Player1,181,"['DBlue1', 'Railroad1', 'Blue1', 'Pink1', 'Utility1', 'Orange1', 'Orange2', 'Orange3', 'Red1', 'Railroad3', 'Green2']"
Player1,206,"['Yellow2', 'Utility2', 'Green1', 'Green2', 'Green3', 'Railroad4', 'DBlue2', 'Blue1', 'Pink1', 'Utility1', 'Pink2', 'Orange2', 'Orange3', 'Red1', 'Railroad3']"
Player1,241,"['DBlue2', 'Blue1', 'Blue3', 'Pink3', 'Railroad2', 'Orange1', 'Orange3', 'Red3', 'Yellow2', 'Utility2', 'Green2', 'DBlue1']"
,1000,[]
,1000,[]
Player2,470,"['Brown2', 'Railroad1', 'Blue2', 'Pink1', 'Railroad2', 'Orange1', 'Orange3', 'Red2', 'Yellow1', 'Yellow3', 'Green2', 'DBlue1', 'DBlue2']"
Player2,127,"['Green1', 'Green2', 'Green3', 'Railroad4', 'Brown1', 'Brown2', 'Blue1', 'Blue2', 'Blue3', 'Pink2', 'Railroad2', 'Orange2', 'Orange3', 'Red1', 'Red3', 'Railroad3', 'Yellow2']"
,1000,[]
,1000,[]
